0.450000;0.000100;5.951122e+03
0.450000;2.000100;5.946041e+03
0.450000;4.000100;5.930822e+03
0.450000;6.000100;5.905530e+03
0.450000;8.000100;5.870273e+03
0.450000;10.000100;5.825204e+03
0.450000;12.000100;5.770516e+03
0.450000;14.000100;5.706443e+03
0.450000;16.000100;5.633260e+03
0.450000;18.000100;5.551282e+03
0.450000;20.000100;5.460858e+03
0.450000;22.000100;5.362376e+03
0.450000;24.000100;5.256255e+03
0.450000;26.000100;5.142947e+03
0.450000;28.000100;5.022936e+03
0.450000;30.000100;4.896729e+03
0.450000;32.000100;4.764861e+03
0.450000;34.000100;4.627889e+03
0.450000;36.000100;4.486390e+03
0.450000;38.000100;4.340958e+03
0.450000;40.000100;4.192202e+03
0.450000;42.000100;4.040741e+03
0.450000;44.000100;3.887206e+03
0.450000;46.000100;3.732230e+03
0.450000;48.000100;3.576451e+03
0.450000;50.000100;3.420507e+03
0.450000;52.000100;3.265032e+03
0.450000;54.000100;3.110654e+03
0.450000;56.000100;2.957993e+03
0.450000;58.000100;2.807657e+03
0.450000;60.000100;2.660238e+03
0.450000;62.000100;2.516314e+03
0.450000;64.000100;2.376439e+03
0.450000;66.000100;2.241147e+03
0.450000;68.000100;2.110946e+03
0.450000;70.000100;1.986319e+03
0.450000;72.000100;1.867717e+03
0.450000;74.000100;1.755562e+03
0.450000;76.000100;1.650240e+03
0.450000;78.000100;1.552104e+03
0.450000;80.000100;1.461471e+03
0.450000;82.000100;1.378620e+03
0.450000;84.000100;1.303789e+03
0.450000;86.000100;1.237179e+03
0.450000;88.000100;1.178949e+03
0.450000;90.000100;1.129216e+03
0.450000;92.000100;1.088057e+03
0.450000;94.000100;1.055506e+03
0.450000;96.000100;1.031556e+03
0.450000;98.000100;1.016159e+03
0.450000;100.000100;1.009224e+03
0.450000;102.000100;1.010621e+03
0.450000;104.000100;1.020181e+03
0.450000;106.000100;1.037694e+03
0.450000;108.000100;1.062916e+03
0.450000;110.000100;1.095565e+03
0.450000;112.000100;1.135324e+03
0.450000;114.000100;1.181845e+03
0.450000;116.000100;1.234748e+03
0.450000;118.000100;1.293625e+03
0.450000;120.000100;1.358042e+03
0.450000;122.000100;1.427538e+03
0.450000;124.000100;1.501634e+03
0.450000;126.000100;1.579829e+03
0.450000;128.000100;1.661606e+03
0.450000;130.000100;1.746433e+03
0.450000;132.000100;1.833770e+03
0.450000;134.000100;1.923064e+03
0.450000;136.000100;2.013759e+03
0.450000;138.000100;2.105296e+03
0.450000;140.000100;2.197117e+03
0.450000;142.000100;2.288663e+03
0.450000;144.000100;2.379386e+03
0.450000;146.000100;2.468743e+03
0.450000;148.000100;2.556203e+03
0.450000;150.000100;2.641250e+03
0.450000;152.000100;2.723384e+03
0.450000;154.000100;2.802125e+03
0.450000;156.000100;2.877013e+03
0.450000;158.000100;2.947613e+03
0.450000;160.000100;3.013517e+03
0.450000;162.000100;3.074343e+03
0.450000;164.000100;3.129743e+03
0.450000;166.000100;3.179396e+03
0.450000;168.000100;3.223019e+03
0.450000;170.000100;3.260360e+03
0.450000;172.000100;3.291208e+03
0.450000;174.000100;3.315385e+03
0.450000;176.000100;3.332753e+03
0.450000;178.000100;3.343214e+03
0.450000;180.000100;3.346707e+03
